shape,seed,stat,ai
bimodal,95,kurtosis,-0.34745762711864425
bimodal,96,mean,0.6824817518248177
bimodal,96,variance,0.42561983471074355
bimodal,96,kurtosis,0.03181818181818196
bimodal,97,mean,0.5297927461139897
bimodal,97,variance,0.22336065573770486
bimodal,97,kurtosis,-0.5098039215686274
bimodal,98,mean,0.6064814814814815
bimodal,98,variance,0.43794326241134757
bimodal,98,kurtosis,-0.1677215189873419
bimodal,99,mean,0.5368421052631581
bimodal,99,variance,0.13111888111888106
bimodal,99,kurtosis,0.07110091743119279
unimodal,0,mean,0.5444785276073622
unimodal,0,variance,0.14870689655172406
unimodal,0,kurtosis,0.037356321839080435
unimodal,1,mean,0.6894329896907219
unimodal,1,variance,0.23750000000000002
unimodal,1,kurtosis,-0.027777777777778175
unimodal,2,mean,0.5976027397260277
unimodal,2,variance,-0.14849624060150354
unimodal,2,kurtosis,-0.032407407407407544
unimodal,3,mean,0.4537572254335257
unimodal,3,variance,0.0
unimodal,3,kurtosis,-0.057339449541284386
unimodal,4,mean,0.29230769230769227
unimodal,4,variance,-0.025477707006369445
unimodal,4,kurtosis,-0.12499999999999996
unimodal,5,mean,0.7181122448979593
unimodal,5,variance,-0.24650349650349657
unimodal,5,kurtosis,0.022540983606557267
unimodal,6,mean,0.4804469273743017
unimodal,6,variance,0.08156028368794341
unimodal,6,kurtosis,0.30294117647058827
unimodal,7,mean,0.49090909090909096
unimodal,7,variance,-0.011278195488721734
unimodal,7,kurtosis,0.061111111111110804
unimodal,8,mean,0.7037500000000001
unimodal,8,variance,-0.02717391304347832
unimodal,8,kurtosis,0.02167630057803447
unimodal,9,mean,0.4744318181818181
unimodal,9,variance,0.1352941176470588
unimodal,9,kurtosis,-0.08988764044943802
unimodal,10,mean,0.5741758241758242
unimodal,10,variance,-0.16820987654320985
unimodal,10,kurtosis,-0.06553398058252437
unimodal,11,mean,0.7089947089947091
unimodal,11,variance,0.07586206896551714
unimodal,11,kurtosis,0.08783783783783779
unimodal,12,mean,0.48750000000000004
unimodal,12,variance,0.2513586956521739
unimodal,12,kurtosis,-0.0015822784810126248
