shape,seed,stat,ai
unimodal,35,mean,0.33125000000000027
unimodal,35,variance,0.15202702702702714
unimodal,35,kurtosis,0.4374999999999997
unimodal,36,mean,0.5444785276073622
unimodal,36,variance,-0.09325396825396819
unimodal,36,kurtosis,0.028409090909090634
unimodal,37,mean,0.605113636363636
unimodal,37,variance,0.10897435897435896
unimodal,37,kurtosis,0.1267361111111112
unimodal,38,mean,0.6855468750000004
unimodal,38,variance,-0.17355371900826463
unimodal,38,kurtosis,0.04205607476635506
unimodal,39,mean,0.6756410256410256
unimodal,39,variance,0.03293413173652679
unimodal,39,kurtosis,-0.03571428571428559
unimodal,40,mean,0.6044973544973543
unimodal,40,variance,0.03467153284671524
unimodal,40,kurtosis,-0.26879699248120303
unimodal,41,mean,0.6395348837209303
unimodal,41,variance,-0.072265625
unimodal,41,kurtosis,0.07142857142857155
unimodal,42,mean,0.6011235955056178
unimodal,42,variance,-0.20230263157894748
unimodal,42,kurtosis,-0.07758620689655159
unimodal,43,mean,0.5803571428571429
unimodal,43,variance,0.17736486486486505
unimodal,43,kurtosis,0.14945652173913063
unimodal,44,mean,0.512121212121212
unimodal,44,variance,-0.2839506172839506
unimodal,44,kurtosis,0.2271126760563378
unimodal,45,mean,0.8446327683615822
unimodal,45,variance,-0.047244094488189003
unimodal,45,kurtosis,0.029126213592233243
unimodal,46,mean,0.4171875
unimodal,46,variance,-0.046762589928057686
unimodal,46,kurtosis,-0.23993288590604026
unimodal,47,mean,0.5413793103448277
unimodal,47,variance,-0.2752100840336132
unimodal,47,kurtosis,0.09782608695652159
unimodal,48,mean,0.5813953488372092
unimodal,48,variance,-0.10042735042735042
unimodal,48,kurtosis,-0.32474226804123724
unimodal,49,mean,0.5521472392638039
unimodal,49,variance,-0.3166666666666667
unimodal,49,kurtosis,0.17378048780487806
unimodal,50,mean,0.6954022988505745
unimodal,50,variance,0.0925925925925923
unimodal,50,kurtosis,-0.008720930232558209
unimodal,51,mean,0.5748587570621467
unimodal,51,variance,0.12226277372262771
unimodal,51,kurtosis,0.22566371681415923
unimodal,52,mean,0.6146907216494844
unimodal,52,variance,0.055172413793103524
unimodal,52,kurtosis,0.05000000000000012
unimodal,53,mean,0.7200598802395212
unimodal,53,variance,-0.39194915254237295
unimodal,53,kurtosis,0.07201086956521754
unimodal,54,mean,0.8333333333333335
unimodal,54,variance,0.2234513274336283
unimodal,54,kurtosis,-0.09072580645161296
unimodal,55,mean,0.6878787878787881
unimodal,55,variance,-0.17829457364341084
unimodal,55,kurtosis,-0.1833333333333333
unimodal,56,mean,0.7735294117647055
unimodal,56,variance,0.17125984251968518
unimodal,56,kurtosis,-0.14074074074074086
unimodal,57,mean,0.736940298507463
unimodal,57,variance,-0.19347826086956516
unimodal,57,kurtosis,0.01530612244897972
unimodal,58,mean,0.9237012987012986
unimodal,58,variance,-0.013793103448275872
unimodal,58,kurtosis,0.08043478260869545
unimodal,59,mean,0.5421348314606741
unimodal,59,variance,0.46000000000000024
unimodal,59,kurtosis,0.14601769911504428
unimodal,60,mean,0.39784946236559143
unimodal,60,variance,0.16304347826086965
unimodal,60,kurtosis,-0.15044247787610615
unimodal,61,mean,0.567142857142857
unimodal,61,variance,-0.047244094488189003
unimodal,61,kurtosis,0.2500000000000002
unimodal,62,mean,0.6701183431952662
unimodal,62,variance,-0.1179577464788732
unimodal,62,kurtosis,0.004746835443038156
unimodal,63,mean,0.3689759036144577
unimodal,63,variance,0.26680672268907557
unimodal,63,kurtosis,-0.19094488188976366
unimodal,64,mean,0.5612903225806453
unimodal,64,variance,0.126865671641791
unimodal,64,kurtosis,-0.24999999999999992
unimodal,65,mean,0.49206349206349226
unimodal,65,variance,0.20238095238095227
unimodal,65,kurtosis,0.3083941605839415
unimodal,66,mean,0.7909604519774015
unimodal,66,variance,0.08092485549132954
unimodal,66,kurtosis,-0.2695652173913044
unimodal,67,mean,0.8030726256983238
unimodal,67,variance,0.019784172661870724
unimodal,67,kurtosis,-0.17105263157894737
unimodal,68,mean,0.6005917159763313
unimodal,68,variance,0.03834355828220859
unimodal,68,kurtosis,0.0837988826815642
unimodal,69,mean,0.9463190184049081
unimodal,69,variance,0.33999999999999997
unimodal,69,kurtosis,-0.024253731343283565
unimodal,70,mean,0.4325657894736842
unimodal,70,variance,0.09734513274336308
unimodal,70,kurtosis,-0.3696428571428572
unimodal,71,mean,0.38736263736263754
unimodal,71,variance,-0.024834437086092623
unimodal,71,kurtosis,0.030373831775700695
unimodal,72,mean,0.3999999999999999
unimodal,72,variance,0.06756756756756765
unimodal,72,kurtosis,-0.12019230769230768
unimodal,73,mean,0.6966292134831462
unimodal,73,variance,0.07786885245901617
unimodal,73,kurtosis,-0.27272727272727254
unimodal,74,mean,0.5401069518716576
unimodal,74,variance,-0.28025477707006363
unimodal,74,kurtosis,-0.40599999999999986
unimodal,75,mean,0.5312499999999999
unimodal,75,variance,0.23451327433628333
unimodal,75,kurtosis,0.14838709677419357
unimodal,76,mean,0.5234374999999999
unimodal,76,variance,-0.04687499999999993
unimodal,76,kurtosis,0.015086206896551796
unimodal,77,mean,0.6571969696969697
unimodal,77,variance,0.04090909090909084
unimodal,77,kurtosis,0.03448275862068968
unimodal,78,mean,0.6562499999999999
unimodal,78,variance,0.04999999999999985
unimodal,78,kurtosis,0.057851239669421725
unimodal,79,mean,0.43815789473684236
unimodal,79,variance,0.14095744680851047
unimodal,79,kurtosis,-0.23958333333333356
unimodal,80,mean,0.32402234636871513
unimodal,80,variance,0.21978021978021955
unimodal,80,kurtosis,-0.05967741935483874
unimodal,81,mean,0.5731382978723405
unimodal,81,variance,-0.011764705882353082
unimodal,81,kurtosis,-0.3423423423423425
unimodal,82,mean,0.7779850746268657
unimodal,82,variance,0.04411764705882356
unimodal,82,kurtosis,-0.3454198473282444
unimodal,83,mean,0.545945945945946
unimodal,83,variance,-0.06352459016393454
unimodal,83,kurtosis,-0.1653225806451611
unimodal,84,mean,0.6223404255319149
unimodal,84,variance,-0.1452991452991452
unimodal,84,kurtosis,-0.31386861313868614
unimodal,85,mean,0.425977653631285
unimodal,85,variance,0.18928571428571406
unimodal,85,kurtosis,0.09683098591549305
unimodal,86,mean,0.4471649484536083
unimodal,86,variance,-0.055555555555555636
unimodal,86,kurtosis,-0.011538461538461636
unimodal,87,mean,0.7753623188405797
unimodal,87,variance,-0.4218750000000003
unimodal,87,kurtosis,0.0472972972972972
unimodal,88,mean,0.5986842105263159
unimodal,88,variance,0.0017482517482517114
unimodal,88,kurtosis,-0.06076388888888881
unimodal,89,mean,0.5299999999999999
unimodal,89,variance,0.16468253968253965
unimodal,89,kurtosis,-0.2950819672131148
unimodal,90,mean,0.4638364779874216
unimodal,90,variance,0.15268456375838932
unimodal,90,kurtosis,0.15097402597402593
unimodal,91,mean,0.6816939890710384
unimodal,91,variance,-0.2730769230769231
unimodal,91,kurtosis,-0.1768292682926827
unimodal,92,mean,0.5250000000000001
unimodal,92,variance,0.15849673202614362
unimodal,92,kurtosis,-0.31512605042016806
unimodal,93,mean,0.4680232558139534
unimodal,93,variance,-0.26923076923076933
unimodal,93,kurtosis,0.14900662251655603
unimodal,94,mean,0.4275956284153005
unimodal,94,variance,-0.14166666666666675
unimodal,94,kurtosis,-0.007246376811594047
unimodal,95,mean,0.47948717948717945
unimodal,95,variance,-0.296875
unimodal,95,kurtosis,-0.3450413223140496
unimodal,96,mean,0.5990259740259742
unimodal,96,variance,0.23019801980198007
unimodal,96,kurtosis,0.16203703703703687
unimodal,97,mean,0.5307692307692308
unimodal,97,variance,0.1517094017094016
unimodal,97,kurtosis,-0.550480769230769
unimodal,98,mean,0.588888888888889
unimodal,98,variance,0.20036764705882346
unimodal,98,kurtosis,-0.20512820512820515
unimodal,99,mean,0.6105263157894736
unimodal,99,variance,0.13103448275862095
unimodal,99,kurtosis,0.052173913043478695
d2_heavy,0,mean,0.5812883435582824
d2_heavy,0,variance,0.28097345132743357
d2_heavy,0,kurtosis,0.037356321839080435
d2_heavy,1,mean,0.6894329896907219
d2_heavy,1,variance,0.24664429530201357
d2_heavy,1,kurtosis,-0.03888888888888905
d2_heavy,2,mean,0.5034246575342465
d2_heavy,2,variance,-0.1164122137404579
d2_heavy,2,kurtosis,-0.032407407407407544
d2_heavy,3,mean,0.3386627906976744
d2_heavy,3,variance,-0.07086614173228332
d2_heavy,3,kurtosis,-0.032110091743119386
d2_heavy,4,mean,0.2851562500000001
d2_heavy,4,variance,0.03143712574850287
d2_heavy,4,kurtosis,-0.1338582677165355
d2_heavy,5,mean,0.7057291666666667
d2_heavy,5,variance,-0.31578947368421034
d2_heavy,5,kurtosis,0.018749999999999968
d2_heavy,6,mean,0.4799999999999999
d2_heavy,6,variance,0.09090909090909104
d2_heavy,6,kurtosis,0.3006134969325155
d2_heavy,7,mean,0.487878787878788
d2_heavy,7,variance,0.028846153846153917
d2_heavy,7,kurtosis,-0.002525252525252472
d2_heavy,8,mean,0.7028061224489796
d2_heavy,8,variance,0.055118110236220715
d2_heavy,8,kurtosis,0.05780346820809227
d2_heavy,9,mean,0.4598214285714284
d2_heavy,9,variance,0.027616279069767373
d2_heavy,9,kurtosis,-0.08988764044943802
d2_heavy,10,mean,0.5604395604395603
d2_heavy,10,variance,-0.13690476190476183
d2_heavy,10,kurtosis,-0.006944444444444505
d2_heavy,11,mean,0.726123595505618
d2_heavy,11,variance,0.1321428571428575
d2_heavy,11,kurtosis,-0.022108843537414945
d2_heavy,12,mean,0.4950000000000001
d2_heavy,12,variance,0.23529411764705885
d2_heavy,12,kurtosis,0.023734177215189653
d2_heavy,13,mean,0.5515463917525772
d2_heavy,13,variance,-0.009191176470588201
d2_heavy,13,kurtosis,0.24038461538461536
d2_heavy,14,mean,0.4942857142857144
d2_heavy,14,variance,-0.2515527950310559
d2_heavy,14,kurtosis,0.3125000000000001
d2_heavy,15,mean,0.5700549450549448
d2_heavy,15,variance,0.011450381679389407
d2_heavy,15,kurtosis,0.00719424460431639
d2_heavy,16,mean,0.4823529411764707
d2_heavy,16,variance,0.3394495412844038
d2_heavy,16,kurtosis,-0.37254901960784287
d2_heavy,17,mean,0.4772727272727274
d2_heavy,17,variance,0.26268115942028997
d2_heavy,17,kurtosis,-0.008445945945945919
d2_heavy,18,mean,0.5823699421965318
d2_heavy,18,variance,0.12820512820512814
d2_heavy,18,kurtosis,-0.0652866242038217
d2_heavy,19,mean,0.4689655172413791
d2_heavy,19,variance,0.32500000000000007
d2_heavy,19,kurtosis,-0.17826086956521728
d2_heavy,20,mean,0.46405228758169936
d2_heavy,20,variance,0.07045454545454516
d2_heavy,20,kurtosis,-0.2908496732026143
d2_heavy,21,mean,0.5635593220338981
d2_heavy,21,variance,-0.08892617449664435
d2_heavy,21,kurtosis,0.12777777777777755
d2_heavy,22,mean,0.5364864864864866
d2_heavy,22,variance,-0.40776699029126195
d2_heavy,22,kurtosis,0.029914529914530048
d2_heavy,23,mean,0.6090116279069767
d2_heavy,23,variance,-0.12749999999999995
d2_heavy,23,kurtosis,0.1385350318471337
d2_heavy,24,mean,0.33967391304347827
d2_heavy,24,variance,0.04022988505747118
d2_heavy,24,kurtosis,0.09593023255813957
d2_heavy,25,mean,0.2679558011049723
d2_heavy,25,variance,-0.11024844720496878
d2_heavy,25,kurtosis,-0.03191489361702138
d2_heavy,26,mean,0.44230769230769207
d2_heavy,26,variance,-0.18000000000000008
d2_heavy,26,kurtosis,0.13375796178343943
d2_heavy,27,mean,0.6600000000000001
d2_heavy,27,variance,-0.21173469387755103
d2_heavy,27,kurtosis,-0.13084112149532676
d2_heavy,28,mean,0.39760638297872314
d2_heavy,28,variance,-0.04943502824858751
d2_heavy,28,kurtosis,-0.19512195121951226
d2_heavy,29,mean,0.7931937172774867
d2_heavy,29,variance,-0.07741935483870975
d2_heavy,29,kurtosis,0.10862068965517223
d2_heavy,30,mean,0.5974999999999999
d2_heavy,30,variance,-0.2765486725663717
d2_heavy,30,kurtosis,0.08333333333333326
d2_heavy,31,mean,0.6209239130434784
d2_heavy,31,variance,0.012820512820512922
d2_heavy,31,kurtosis,0.16831683168316827
d2_heavy,32,mean,0.7278645833333331
d2_heavy,32,variance,0.23140495867768587
d2_heavy,32,kurtosis,0.0813953488372096
d2_heavy,33,mean,0.45124999999999993
d2_heavy,33,variance,0.013513513513513521
d2_heavy,33,kurtosis,-0.07110091743119258
d2_heavy,34,mean,0.5921985815602836
d2_heavy,34,variance,0.189516129032258
d2_heavy,34,kurtosis,-0.12037037037037047
d2_heavy,35,mean,0.29374999999999996
d2_heavy,35,variance,0.08626760563380252
d2_heavy,35,kurtosis,0.4074803149606298
d2_heavy,36,mean,0.5152439024390243
d2_heavy,36,variance,-0.05970149253731345
d2_heavy,36,kurtosis,0.04135338345864641
d2_heavy,37,mean,0.6207386363636359
d2_heavy,37,variance,0.08074534161490675
d2_heavy,37,kurtosis,0.18576388888888895
d2_heavy,38,mean,0.6666666666666666
d2_heavy,38,variance,-0.04661016949152536
d2_heavy,38,kurtosis,0.10360360360360336
d2_heavy,39,mean,0.6576923076923075
d2_heavy,39,variance,0.12068965517241378
d2_heavy,39,kurtosis,-0.03759398496240587
d2_heavy,40,mean,0.5753968253968251
d2_heavy,40,variance,0.010948905109488817
d2_heavy,40,kurtosis,-0.3144531250000001
d2_heavy,41,mean,0.5625000000000001
d2_heavy,41,variance,-0.03007518796992485
d2_heavy,41,kurtosis,0.06886227544910191
d2_heavy,42,mean,0.579479768786127
d2_heavy,42,variance,-0.24161073825503365
d2_heavy,42,kurtosis,-0.1080508474576271
d2_heavy,43,mean,0.5561224489795917
d2_heavy,43,variance,0.20370370370370375
d2_heavy,43,kurtosis,0.13020833333333334
d2_heavy,44,mean,0.5378787878787881
d2_heavy,44,variance,-0.07303370786516851
d2_heavy,44,kurtosis,0.2869718309859152
d2_heavy,45,mean,0.9287878787878787
d2_heavy,45,variance,-0.06538461538461536
d2_heavy,45,kurtosis,0.0665137614678901
d2_heavy,46,mean,0.3820754716981132
d2_heavy,46,variance,-0.032534246575342395
d2_heavy,46,kurtosis,-0.20166666666666652
d2_heavy,47,mean,0.4821428571428571
d2_heavy,47,variance,-0.13385826771653533
d2_heavy,47,kurtosis,0.1105072463768115
d2_heavy,48,mean,0.5532544378698225
d2_heavy,48,variance,-0.2079646017699114
d2_heavy,48,kurtosis,-0.30154639175257747
d2_heavy,49,mean,0.5822368421052632
d2_heavy,49,variance,-0.21226415094339618
d2_heavy,49,kurtosis,0.17168674698795178
d2_heavy,50,mean,0.673529411764706
d2_heavy,50,variance,0.12401574803149591
d2_heavy,50,kurtosis,-0.02777777777777793
d2_heavy,51,mean,0.5468749999999999
d2_heavy,51,variance,0.16549295774647874
d2_heavy,51,kurtosis,0.23008849557522107
d2_heavy,52,mean,0.5898437499999998
d2_heavy,52,variance,0.10357142857142891
d2_heavy,52,kurtosis,0.03716216216216228
d2_heavy,53,mean,0.6220588235294118
d2_heavy,53,variance,-0.25625000000000003
d2_heavy,53,kurtosis,0.08559782608695664
d2_heavy,54,mean,0.8255494505494508
d2_heavy,54,variance,0.20720720720720723
d2_heavy,54,kurtosis,-0.047131147540983506
d2_heavy,55,mean,0.6411764705882351
d2_heavy,55,variance,-0.13200000000000003
d2_heavy,55,kurtosis,-0.15
d2_heavy,56,mean,0.7515060240963857
d2_heavy,56,variance,0.27554744525547437
d2_heavy,56,kurtosis,-0.09259259259259259
d2_heavy,57,mean,0.697368421052632
d2_heavy,57,variance,-0.10470085470085472
d2_heavy,57,kurtosis,-0.01724137931034497
d2_heavy,58,mean,0.9188311688311689
d2_heavy,58,variance,0.03244274809160304
d2_heavy,58,kurtosis,0.07142857142857148
d2_heavy,59,mean,0.4888888888888889
d2_heavy,59,variance,0.5809352517985613
d2_heavy,59,kurtosis,0.06250000000000017
d2_heavy,60,mean,0.41133720930232553
d2_heavy,60,variance,0.264705882352941
d2_heavy,60,kurtosis,-0.18181818181818177
d2_heavy,61,mean,0.5643274853801169
d2_heavy,61,variance,0.03448275862068953
d2_heavy,61,kurtosis,0.24500000000000022
d2_heavy,62,mean,0.6775147928994083
d2_heavy,62,variance,0.019230769230769388
d2_heavy,62,kurtosis,0.02500000000000006
d2_heavy,63,mean,0.4457831325301206
d2_heavy,63,variance,0.33119658119658135
d2_heavy,63,kurtosis,-0.1924603174603174
d2_heavy,64,mean,0.520967741935484
d2_heavy,64,variance,0.13148148148148164
d2_heavy,64,kurtosis,-0.2570921985815603
d2_heavy,65,mean,0.5344827586206898
d2_heavy,65,variance,0.14370078740157483
d2_heavy,65,kurtosis,0.3039568345323741
d2_heavy,66,mean,0.7855113636363634
d2_heavy,66,variance,0.07225433526011558
d2_heavy,66,kurtosis,-0.1843220338983049
d2_heavy,67,mean,0.828212290502793
d2_heavy,67,variance,0.019867549668874333
d2_heavy,67,kurtosis,-0.17514970059880233
d2_heavy,68,mean,0.5458579881656803
d2_heavy,68,variance,0.1320754716981132
d2_heavy,68,kurtosis,0.07262569832402228
d2_heavy,69,mean,0.946875
d2_heavy,69,variance,0.19642857142857156
d2_heavy,69,kurtosis,-0.026119402985074737
d2_heavy,70,mean,0.44763513513513503
d2_heavy,70,variance,0.05942622950819654
d2_heavy,70,kurtosis,-0.3950381679389315
d2_heavy,71,mean,0.35302197802197816
d2_heavy,71,variance,-0.04513888888888885
d2_heavy,71,kurtosis,0.02901785714285692
d2_heavy,72,mean,0.3522727272727273
d2_heavy,72,variance,0.02941176470588231
d2_heavy,72,kurtosis,-0.16346153846153838
d2_heavy,73,mean,0.6587078651685396
d2_heavy,73,variance,0.15748031496063
d2_heavy,73,kurtosis,-0.2517482517482517
d2_heavy,74,mean,0.5160427807486629
d2_heavy,74,variance,-0.2108433734939758
d2_heavy,74,kurtosis,-0.36585365853658547
d2_heavy,75,mean,0.47258064516129034
d2_heavy,75,variance,0.26446280991735527
d2_heavy,75,kurtosis,0.16612903225806444
d2_heavy,76,mean,0.5066489361702124
d2_heavy,76,variance,0.027522935779816744
d2_heavy,76,kurtosis,-0.06521739130434782
d2_heavy,77,mean,0.6724806201550388
d2_heavy,77,variance,0.15090090090090083
d2_heavy,77,kurtosis,0.0745192307692309
d2_heavy,78,mean,0.6187500000000001
d2_heavy,78,variance,0.055000000000000014
d2_heavy,78,kurtosis,0.08695652173913052
d2_heavy,79,mean,0.38874345549738204
d2_heavy,79,variance,0.184840425531915
d2_heavy,79,kurtosis,-0.18611111111111137
d2_heavy,80,mean,0.3132022471910113
d2_heavy,80,variance,0.36855670103092786
d2_heavy,80,kurtosis,-0.05794701986754975
d2_heavy,81,mean,0.5527027027027026
d2_heavy,81,variance,-0.031437125748503
d2_heavy,81,kurtosis,-0.29464285714285715
d2_heavy,82,mean,0.7391304347826088
d2_heavy,82,variance,0.18613138686131378
d2_heavy,82,kurtosis,-0.369402985074627
d2_heavy,83,mean,0.5486486486486487
d2_heavy,83,variance,-0.011450381679389068
d2_heavy,83,kurtosis,-0.17063492063492067
d2_heavy,84,mean,0.5952380952380953
d2_heavy,84,variance,-0.19153225806451601
d2_heavy,84,kurtosis,-0.31934306569343074
d2_heavy,85,mean,0.3821022727272728
d2_heavy,85,variance,0.20769230769230773
d2_heavy,85,kurtosis,0.10185185185185197
d2_heavy,86,mean,0.38743455497382207
d2_heavy,86,variance,0.023550724637681302
d2_heavy,86,kurtosis,-0.010869565217391396
d2_heavy,87,mean,0.6892361111111113
d2_heavy,87,variance,-0.3750000000000001
d2_heavy,87,kurtosis,0.05743243243243243
d2_heavy,88,mean,0.5943877551020409
d2_heavy,88,variance,0.023550724637681302
d2_heavy,88,kurtosis,-0.028716216216216214
d2_heavy,89,mean,0.5350000000000001
d2_heavy,89,variance,0.15853658536585358
d2_heavy,89,kurtosis,-0.31300813008130096
d2_heavy,90,mean,0.4649681528662425
d2_heavy,90,variance,0.13184931506849307
d2_heavy,90,kurtosis,0.1372549019607843
d2_heavy,91,mean,0.6703296703296703
d2_heavy,91,variance,-0.12408759124087601
d2_heavy,91,kurtosis,-0.16210937500000017
d2_heavy,92,mean,0.4771573604060913
d2_heavy,92,variance,0.17156862745098023
d2_heavy,92,kurtosis,-0.3076923076923076
d2_heavy,93,mean,0.4839181286549706
d2_heavy,93,variance,-0.20862068965517253
d2_heavy,93,kurtosis,0.1572847682119204
d2_heavy,94,mean,0.40573770491803274
d2_heavy,94,variance,-0.06125827814569537
d2_heavy,94,kurtosis,-0.01418439716312058
d2_heavy,95,mean,0.43951612903225795
d2_heavy,95,variance,-0.20149253731343286
d2_heavy,95,kurtosis,-0.2996031746031745
d2_heavy,96,mean,0.6734693877551023
d2_heavy,96,variance,0.10294117647058817
d2_heavy,96,kurtosis,0.1409090909090908
d2_heavy,97,mean,0.5307692307692308
d2_heavy,97,variance,0.22198275862068959
d2_heavy,97,kurtosis,-0.6176470588235293
d2_heavy,98,mean,0.6032934131736528
d2_heavy,98,variance,0.40769230769230796
d2_heavy,98,kurtosis,-0.17384105960264895
d2_heavy,99,mean,0.5986842105263159
d2_heavy,99,variance,0.1672661870503596
d2_heavy,99,kurtosis,0.020642201834862355
